YEAR_PATH_STARTED,REGION,AGE_GROUP,GENDER,HAS_GENDER_REPORTED,STUDENT_COUNT,TOTAL_STUDENTS_YEAR,PCT_OF_YEAR
2023,Hauts-de-France,35-39 ans,F,True,3,1150,0.26
2022,Normandie,45-49 ans,F,True,1,1696,0.06
2025,Provence-Alpes-Côte d'Azur,35-39 ans,F,True,2,951,0.21
2025,Nouvelle-Aquitaine,55-59 ans,F,True,1,951,0.11
2024,Provence-Alpes-Côte d'Azur,30-34 ans,M,True,9,850,1.06
2025,Grand Est,55-59 ans,F,True,1,951,0.11
2022,Nouvelle-Aquitaine,55-59 ans,M,True,1,1696,0.06
2025,Occitanie,30-34 ans,Non renseigné,False,1,951,0.11
2025,Centre-Val de Loire,30-34 ans,F,True,3,951,0.32
2025,Provence-Alpes-Côte d'Azur,55-59 ans,M,True,1,951,0.11
2023,Bretagne,25-29 ans,Non renseigné,False,6,1150,0.52
2022,Hauts-de-France,45-49 ans,Non renseigné,False,4,1696,0.24
2024,Hauts-de-France,25-29 ans,Non renseigné,False,1,850,0.12
2025,Pays de la Loire,35-39 ans,M,True,3,951,0.32
2024,Provence-Alpes-Côte d'Azur,25-29 ans,Non renseigné,False,1,850,0.12
2023,Occitanie,25-29 ans,M,True,3,1150,0.26
2024,Hauts-de-France,45-49 ans,M,True,5,850,0.59
2024,Bretagne,25-29 ans,Non renseigné,False,1,850,0.12
2023,Auvergne-Rhône-Alpes,25-29 ans,F,True,2,1150,0.17
2023,DROM,40-44 ans,F,True,1,1150,0.09
2023,Île-de-France,50-54 ans,F,True,4,1150,0.35
2025,Centre-Val de Loire,35-39 ans,F,True,1,951,0.11
2023,Centre-Val de Loire,55-59 ans,M,True,1,1150,0.09
2023,Pays de la Loire,45-49 ans,F,True,1,1150,0.09
2023,Normandie,50-54 ans,Non renseigné,False,1,1150,0.09
2025,Île-de-France,60 ans ou plus,M,True,3,951,0.32
2025,Pays de la Loire,25-29 ans,F,True,1,951,0.11
2025,Provence-Alpes-Côte d'Azur,25-29 ans,Non renseigné,False,1,951,0.11
2025,Hauts-de-France,50-54 ans,Non renseigné,False,1,951,0.11
2022,Hauts-de-France,55-59 ans,Non renseigné,False,2,1696,0.12
2023,Bourgogne-Franche-Comté,45-49 ans,M,True,1,1150,0.09
2024,Grand Est,25-29 ans,F,True,2,850,0.24
2024,Hauts-de-France,40-44 ans,M,True,2,850,0.24
2023,Occitanie,50-54 ans,F,True,1,1150,0.09
2022,Grand Est,60 ans ou plus,M,True,1,1696,0.06
2022,DROM,35-39 ans,M,True,1,1696,0.06
2023,Occitanie,40-44 ans,F,True,1,1150,0.09
2024,Auvergne-Rhône-Alpes,55-59 ans,Non renseigné,False,1,850,0.12
2023,Grand Est,35-39 ans,Non renseigné,False,2,1150,0.17
2024,Normandie,35-39 ans,M,True,2,850,0.24
2023,Hauts-de-France,60 ans ou plus,M,True,1,1150,0.09
2022,Normandie,50-54 ans,F,True,1,1696,0.06
2025,DROM,30-34 ans,F,True,1,951,0.11
2025,Occitanie,45-49 ans,Non renseigné,False,1,951,0.11
2023,Auvergne-Rhône-Alpes,50-54 ans,M,True,1,1150,0.09
