USER_ID,AGE_GROUP,GENDER,HAS_GENDER_REPORTED,REGION,YEAR_PATH_STARTED
U9080936661109603170,35-39 ans,M,TRUE,Île-de-France,2022
U-283030378934500577,45-49 ans,M,TRUE,Île-de-France,2025
U7727472502651392810,30-34 ans,Non renseigné,FALSE,Île-de-France,2023
U-8462119888556139974,30-34 ans,M,TRUE,Île-de-France,2023
U-7192884398780072500,55-59 ans,M,TRUE,Nouvelle-Aquitaine,2025
U7677078201150450361,30-34 ans,F,TRUE,Île-de-France,2022
U5371052689653930175,55-59 ans,M,TRUE,Provence-Alpes-Côte d'Azur,2025
U-4662376894732161575,25-29 ans,M,TRUE,Île-de-France,2023
U1509855382185199010,55-59 ans,Non renseigné,FALSE,Île-de-France,2022
U-6081743708130239080,40-44 ans,F,TRUE,Île-de-France,2023
U6476235891816673923,45-49 ans,F,TRUE,Provence-Alpes-Côte d'Azur,2024
U9069299407255971708,30-34 ans,F,TRUE,Île-de-France,2022
U7360904350461775367,40-44 ans,Non renseigné,FALSE,Auvergne-Rhône-Alpes,2024
U-8552481573414935503,55-59 ans,M,TRUE,Occitanie,2025
U3909218660967362052,40-44 ans,M,TRUE,Provence-Alpes-Côte d'Azur,2022
U4468569447213728564,35-39 ans,F,TRUE,Île-de-France,2025
U-8497986969669005342,35-39 ans,F,TRUE,Auvergne-Rhône-Alpes,2023
U9197238969672641476,45-49 ans,M,TRUE,Occitanie,2023
U6365132674442824351,30-34 ans,M,TRUE,Pays de la Loire,2024
U-2760640253481091674,35-39 ans,M,TRUE,Île-de-France,2022
U6339204628551875313,40-44 ans,M,TRUE,Île-de-France,2024
U-7680087852748869894,25-29 ans,M,TRUE,Pays de la Loire,2025
U-5275424971204688915,25-29 ans,F,TRUE,Pays de la Loire,2022
U-4854971048234606705,30-34 ans,Non renseigné,FALSE,Nouvelle-Aquitaine,2022
U3167542016276475114,25-29 ans,F,TRUE,Auvergne-Rhône-Alpes,2025
U7508235029335699153,30-34 ans,M,TRUE,Auvergne-Rhône-Alpes,2024
U-3284841341794444336,45-49 ans,Non renseigné,FALSE,Auvergne-Rhône-Alpes,2022
U-40791600989145542,30-34 ans,Non renseigné,FALSE,Auvergne-Rhône-Alpes,2022
U8255486054546962262,40-44 ans,M,TRUE,Île-de-France,2022
U-2442325583486741201,35-39 ans,Non renseigné,FALSE,Bourgogne-Franche-Comté,2022
U8506827322064126073,50-54 ans,M,TRUE,Île-de-France,2023
U3757691434808091107,35-39 ans,M,TRUE,Île-de-France,2023
U1192605185092452322,40-44 ans,M,TRUE,Hauts-de-France,2022
U-8493394780057559567,55-59 ans,Non renseigné,FALSE,Île-de-France,2023
U5528404967070435159,40-44 ans,Non renseigné,FALSE,Auvergne-Rhône-Alpes,2022
U-7929040190904096493,25-29 ans,Non renseigné,FALSE,Nouvelle-Aquitaine,2022
U4330436167950632396,25-29 ans,M,TRUE,Île-de-France,2024
U-5663160985707538105,25-29 ans,M,TRUE,Auvergne-Rhône-Alpes,2023
U6240637609801927986,25-29 ans,Non renseigné,FALSE,Île-de-France,2023
U-7888482599309874394,25-29 ans,M,TRUE,Île-de-France,2025
U-9139309613261834670,40-44 ans,F,TRUE,Pays de la Loire,2024
U4448787769790764776,25-29 ans,M,TRUE,Nouvelle-Aquitaine,2023
U4036315826918149146,30-34 ans,Non renseigné,FALSE,Hauts-de-France,2022
U4659123508814639003,40-44 ans,Non renseigné,FALSE,Île-de-France,2023
U2206817799931135027,40-44 ans,F,TRUE,Occitanie,2022
U4372746817241364429,30-34 ans,F,TRUE,Île-de-France,2023
U-1277710279679944831,25-29 ans,M,TRUE,Centre-Val de Loire,2025
U-7159023134005442072,30-34 ans,M,TRUE,Hauts-de-France,2025
U6403002892707536319,35-39 ans,M,TRUE,Nouvelle-Aquitaine,2022
U2187438782675760546,50-54 ans,M,TRUE,Grand Est,2025
U2530138855366090873,30-34 ans,Non renseigné,FALSE,Centre-Val de Loire,2022
U5467102350056507793,55-59 ans,M,TRUE,Bourgogne-Franche-Comté,2025
U7780425088570598344,25-29 ans,M,TRUE,Auvergne-Rhône-Alpes,2022
U-5972346581395012781,25-29 ans,Non renseigné,FALSE,Nouvelle-Aquitaine,2022
U8440046409649459269,25-29 ans,Non renseigné,FALSE,Auvergne-Rhône-Alpes,2022
U-5402533304824750606,45-49 ans,M,TRUE,Île-de-France,2022
U-2860133524111358217,35-39 ans,Non renseigné,FALSE,Île-de-France,2022
U-3673221432428233333,35-39 ans,Non renseigné,FALSE,Pays de la Loire,2023
U-3537008762971384996,55-59 ans,M,TRUE,Île-de-France,2025
U-2436651528898051286,20-24 ans,Non renseigné,FALSE,Hauts-de-France,2023
U-7735160732559326721,30-34 ans,M,TRUE,Provence-Alpes-Côte d'Azur,2024
U-796752418532687799,25-29 ans,M,TRUE,Île-de-France,2025
U-4829631980396591202,30-34 ans,Non renseigné,FALSE,Hauts-de-France,2022
U400496933680181118,35-39 ans,Non renseigné,FALSE,Île-de-France,2022
U4285832252433422415,45-49 ans,F,TRUE,Île-de-France,2022
U-1040026034920955777,25-29 ans,M,TRUE,Bretagne,2023
U8898325571175007626,50-54 ans,Non renseigné,FALSE,Île-de-France,2022
U-6494384559990432680,35-39 ans,M,TRUE,Auvergne-Rhône-Alpes,2022
U-4510146189133097827,30-34 ans,F,TRUE,Île-de-France,2025
U-7070741627327557750,30-34 ans,Non renseigné,FALSE,Auvergne-Rhône-Alpes,2023
U-3902164714106428064,30-34 ans,F,TRUE,Île-de-France,2022
U-2599988144767269441,20-24 ans,Non renseigné,FALSE,Île-de-France,2022
U1997377652823730614,40-44 ans,Non renseigné,FALSE,Grand Est,2022
U7721542069898008527,30-34 ans,M,TRUE,Auvergne-Rhône-Alpes,2023
U4521937668092412180,45-49 ans,M,TRUE,Île-de-France,2025
U7482904302732578921,45-49 ans,Non renseigné,FALSE,Bretagne,2022
U-710916001551103937,30-34 ans,Non renseigné,FALSE,Île-de-France,2022
U2157422937662986259,30-34 ans,M,TRUE,Grand Est,2022
U7612639006524775257,50-54 ans,M,TRUE,Hauts-de-France,2024
U-5810456711598673757,50-54 ans,M,TRUE,Hauts-de-France,2022
U-8716868648316656235,50-54 ans,F,TRUE,Pays de la Loire,2023
U-2064427959445289766,30-34 ans,Non renseigné,FALSE,Île-de-France,2022
U-306699590498889026,30-34 ans,Non renseigné,FALSE,Auvergne-Rhône-Alpes,2025
U6752170394495329858,25-29 ans,M,TRUE,Occitanie,2025
U1075029106318359316,25-29 ans,M,TRUE,Île-de-France,2023
U-3860995039970806840,25-29 ans,M,TRUE,Île-de-France,2023
U6927510202351445464,25-29 ans,M,TRUE,Bourgogne-Franche-Comté,2024
U117781131851436489,40-44 ans,M,TRUE,Centre-Val de Loire,2025
U-7173868791697734279,30-34 ans,M,TRUE,Île-de-France,2022
U-2582546534107073542,35-39 ans,M,TRUE,Grand Est,2025
U4155492141382033486,25-29 ans,Non renseigné,FALSE,Île-de-France,2023
U1785795982001390938,30-34 ans,M,TRUE,Île-de-France,2025
U-2505053078602419805,40-44 ans,Non renseigné,FALSE,Occitanie,2024
U-5653313225477520936,30-34 ans,M,TRUE,Auvergne-Rhône-Alpes,2022
U3830732291953332140,25-29 ans,M,TRUE,Île-de-France,2025
U5492183098166690508,30-34 ans,Non renseigné,FALSE,Île-de-France,2023
U-4716953461885055353,35-39 ans,M,TRUE,Hauts-de-France,2024
U8339439703075104969,50-54 ans,M,TRUE,Île-de-France,2025
U5104173612514689735,35-39 ans,M,TRUE,Île-de-France,2025
U-6116245283879707380,30-34 ans,F,TRUE,Île-de-France,2024
U-1590732409502143974,45-49 ans,M,TRUE,Île-de-France,2023
U7800448467416231668,35-39 ans,M,TRUE,Normandie,2022
U-2618626952126188549,25-29 ans,M,TRUE,Provence-Alpes-Côte d'Azur,2023
U-6807518495235002317,40-44 ans,M,TRUE,Île-de-France,2023
U-9142499226248016222,30-34 ans,Non renseigné,FALSE,Bretagne,2022
U-320829840707781155,20-24 ans,M,TRUE,Normandie,2024
U6796944228474388171,45-49 ans,Non renseigné,FALSE,Île-de-France,2023
U4726280518164307213,35-39 ans,Non renseigné,FALSE,Pays de la Loire,2022
U-3995913005424498663,30-34 ans,M,TRUE,Nouvelle-Aquitaine,2024
U3937625908762108357,30-34 ans,Non renseigné,FALSE,Occitanie,2022
U172855521812227536,35-39 ans,Non renseigné,FALSE,Nouvelle-Aquitaine,2024
U-1954875276071010688,25-29 ans,M,TRUE,Hauts-de-France,2023
U-1040079775159168887,30-34 ans,M,TRUE,Île-de-France,2022
U-6909241496730601988,40-44 ans,F,TRUE,Île-de-France,2022
U-787418864973923027,30-34 ans,F,TRUE,Bourgogne-Franche-Comté,2025
U-2400037883322342337,25-29 ans,F,TRUE,Auvergne-Rhône-Alpes,2023
U-3562745488396154763,35-39 ans,F,TRUE,Île-de-France,2025
U91964132843849399,55-59 ans,M,TRUE,Auvergne-Rhône-Alpes,2022
U-4046542214215260354,45-49 ans,F,TRUE,Auvergne-Rhône-Alpes,2022
U-4754480030163966140,20-24 ans,M,TRUE,Grand Est,2024
U-8078761719351832509,35-39 ans,M,TRUE,Île-de-France,2022
U-5788109017644484034,40-44 ans,M,TRUE,Bretagne,2025
U-960145502272366320,45-49 ans,F,TRUE,Île-de-France,2022
U-7599666494389689817,35-39 ans,Non renseigné,FALSE,Pays de la Loire,2022
U-3809687499751788311,20-24 ans,M,TRUE,Île-de-France,2025
U-586728994741955371,25-29 ans,Non renseigné,FALSE,Île-de-France,2022
U2869355591681960376,35-39 ans,M,TRUE,Centre-Val de Loire,2022
U-1957827214536382996,25-29 ans,M,TRUE,Provence-Alpes-Côte d'Azur,2025
U-7441504019836714900,40-44 ans,M,TRUE,Grand Est,2022
U5277664188080243734,35-39 ans,Non renseigné,FALSE,Île-de-France,2024
U-2654853263083205154,30-34 ans,M,TRUE,Provence-Alpes-Côte d'Azur,2022
U-2760654785182449124,25-29 ans,M,TRUE,Normandie,2023
U-939347296801610956,30-34 ans,M,TRUE,Bretagne,2025
U6775438013979057277,25-29 ans,Non renseigné,FALSE,Provence-Alpes-Côte d'Azur,2025
U-7623034717906034450,30-34 ans,M,TRUE,Provence-Alpes-Côte d'Azur,2022
U2883876027623980488,40-44 ans,M,TRUE,Provence-Alpes-Côte d'Azur,2025
U6848542672348829044,25-29 ans,M,TRUE,Auvergne-Rhône-Alpes,2023
U-1557783502110057416,25-29 ans,M,TRUE,Île-de-France,2022
U-7935544097543773950,30-34 ans,M,TRUE,Auvergne-Rhône-Alpes,2024
U6752423428576253485,25-29 ans,M,TRUE,Auvergne-Rhône-Alpes,2024
U5890133711834533217,45-49 ans,M,TRUE,Île-de-France,2025
U-5722741202696869990,30-34 ans,F,TRUE,Île-de-France,2025
U-5291977426030830243,40-44 ans,M,TRUE,Île-de-France,2022
U3426192338719848357,60 ans ou plus,M,TRUE,Auvergne-Rhône-Alpes,2024
U593321576089987275,55-59 ans,Non renseigné,FALSE,Île-de-France,2023
U2513510363686823615,20-24 ans,M,TRUE,Bourgogne-Franche-Comté,2025
U-278868940256980583,30-34 ans,M,TRUE,Île-de-France,2023
U6205826368406191922,60 ans ou plus,M,TRUE,Île-de-France,2025
U8386509253275644510,35-39 ans,M,TRUE,Île-de-France,2025
U-2444445136478426790,30-34 ans,M,TRUE,Île-de-France,2023
U-3302268300441660296,30-34 ans,F,TRUE,Provence-Alpes-Côte d'Azur,2025
U-5787600572076717438,25-29 ans,M,TRUE,Île-de-France,2022
U7287976818032781841,35-39 ans,M,TRUE,Île-de-France,2023
U7803974455274862451,50-54 ans,M,TRUE,Hauts-de-France,2023
U-3477073826901299803,25-29 ans,F,TRUE,Provence-Alpes-Côte d'Azur,2025
U6092041630946026225,25-29 ans,M,TRUE,Grand Est,2025
U-2033103459642024073,35-39 ans,F,TRUE,Auvergne-Rhône-Alpes,2022
U4397450591858453663,35-39 ans,Non renseigné,FALSE,Île-de-France,2022
U-1261284677150888869,45-49 ans,M,TRUE,Île-de-France,2024
U-2023239465036772000,55-59 ans,M,TRUE,Pays de la Loire,2023
U3725138737310258958,30-34 ans,M,TRUE,Auvergne-Rhône-Alpes,2025
U-1885427889989252203,40-44 ans,M,TRUE,Provence-Alpes-Côte d'Azur,2023
U-4795645077754475713,25-29 ans,Non renseigné,FALSE,Île-de-France,2025
U2608563125886349583,25-29 ans,M,TRUE,Occitanie,2025
U-7929145434667024796,30-34 ans,M,TRUE,Provence-Alpes-Côte d'Azur,2024
U9137914196492140915,30-34 ans,M,TRUE,Auvergne-Rhône-Alpes,2023
U4706449756688867938,25-29 ans,M,TRUE,Île-de-France,2025
U8603910481473467928,25-29 ans,M,TRUE,Auvergne-Rhône-Alpes,2025
U3216387637215292901,45-49 ans,M,TRUE,Île-de-France,2022
U-3269995029778947239,25-29 ans,Non renseigné,FALSE,Île-de-France,2025
U4578792249068339864,45-49 ans,Non renseigné,FALSE,Île-de-France,2022
U-7452670338907252401,30-34 ans,Non renseigné,FALSE,Occitanie,2022
U-6138057070631833922,30-34 ans,M,TRUE,Nouvelle-Aquitaine,2023
U4423637313833093423,35-39 ans,M,TRUE,Pays de la Loire,2023
U3752760265575280477,25-29 ans,F,TRUE,Auvergne-Rhône-Alpes,2024
U1385675587402719347,35-39 ans,M,TRUE,Pays de la Loire,2022
U5587958042512521984,40-44 ans,M,TRUE,Île-de-France,2022
U-8560498039336881192,35-39 ans,F,TRUE,Occitanie,2022
U-6301789018451891057,40-44 ans,M,TRUE,Île-de-France,2023
U1177516932108772367,30-34 ans,M,TRUE,Nouvelle-Aquitaine,2025
U-7759610179148890214,40-44 ans,M,TRUE,Nouvelle-Aquitaine,2024
U-2910413398806894944,30-34 ans,M,TRUE,Île-de-France,2023
U-1686313588734996222,45-49 ans,Non renseigné,FALSE,Île-de-France,2022
U3721225973753923204,25-29 ans,M,TRUE,Île-de-France,2024
U6698378307159834193,45-49 ans,M,TRUE,Pays de la Loire,2025
U-8587734192615910627,25-29 ans,M,TRUE,Île-de-France,2025
U143325396960969481,30-34 ans,Non renseigné,FALSE,Île-de-France,2022
U-1353583759292972008,35-39 ans,M,TRUE,Provence-Alpes-Côte d'Azur,2025
U1059313862778104575,40-44 ans,M,TRUE,DROM,2025
U-8856798243537113108,40-44 ans,M,TRUE,Île-de-France,2024
U-5150438876021986575,40-44 ans,F,TRUE,Île-de-France,2023
U4726335651900266664,25-29 ans,F,TRUE,Occitanie,2025
U-4482262213744839422,40-44 ans,M,TRUE,Auvergne-Rhône-Alpes,2025
U5650352870337409588,30-34 ans,M,TRUE,Île-de-France,2025
U714970181729224516,25-29 ans,M,TRUE,Auvergne-Rhône-Alpes,2024
U7362725476663824309,35-39 ans,M,TRUE,Île-de-France,2023
U8166127288046880885,35-39 ans,Non renseigné,FALSE,Pays de la Loire,2022
U1005108239690806924,45-49 ans,M,TRUE,Auvergne-Rhône-Alpes,2022
U-135389184932103829,30-34 ans,M,TRUE,Île-de-France,2022
U7075613497944114828,35-39 ans,M,TRUE,Île-de-France,2025
U-3336438617752767721,50-54 ans,M,TRUE,Île-de-France,2024
U2055762936901083680,45-49 ans,Non renseigné,FALSE,Provence-Alpes-Côte d'Azur,2023
U8739702899873495835,25-29 ans,Non renseigné,FALSE,Auvergne-Rhône-Alpes,2023
U3012096262764055873,40-44 ans,Non renseigné,FALSE,Île-de-France,2023
U3968053534632724391,25-29 ans,M,TRUE,Île-de-France,2024
U-5504425121434423266,35-39 ans,Non renseigné,FALSE,Grand Est,2022
U-7497555120648940767,30-34 ans,Non renseigné,FALSE,Normandie,2023
U4126802513039028451,35-39 ans,M,TRUE,Provence-Alpes-Côte d'Azur,2022
U3266607636633910027,40-44 ans,Non renseigné,FALSE,Provence-Alpes-Côte d'Azur,2022
U4909770764295301434,30-34 ans,Non renseigné,FALSE,Bretagne,2022
U7376037968360937202,35-39 ans,F,TRUE,Île-de-France,2025
U-1457531700375379675,35-39 ans,M,TRUE,Hauts-de-France,2024
U1169449500310882163,50-54 ans,M,TRUE,Hauts-de-France,2023
U2249413553346032296,40-44 ans,M,TRUE,Île-de-France,2023
U-2948260238940945013,30-34 ans,F,TRUE,Île-de-France,2025
U-6724425549397295556,40-44 ans,Non renseigné,FALSE,Île-de-France,2022
U-4614739344976957464,40-44 ans,F,TRUE,Auvergne-Rhône-Alpes,2025
U2778185444848816872,35-39 ans,M,TRUE,Île-de-France,2023
U2963603905279292687,25-29 ans,M,TRUE,Île-de-France,2025
U7145739378755712069,40-44 ans,Non renseigné,FALSE,Île-de-France,2022
U-5938258452952433598,30-34 ans,F,TRUE,Provence-Alpes-Côte d'Azur,2023
U8223035865334321490,30-34 ans,M,TRUE,Île-de-France,2025
U346100835798204108,35-39 ans,M,TRUE,Île-de-France,2023
U4595937366032366484,40-44 ans,Non renseigné,FALSE,Occitanie,2022
U7230953150016459855,30-34 ans,Non renseigné,FALSE,Île-de-France,2022
U7258175334465693911,30-34 ans,M,TRUE,DROM,2024
U454422746242843572,35-39 ans,Non renseigné,FALSE,Bretagne,2022
U-3673122768172191324,25-29 ans,M,TRUE,Bourgogne-Franche-Comté,2023
U-8056320487469253347,25-29 ans,Non renseigné,FALSE,Île-de-France,2022
U-2516093910618410409,30-34 ans,M,TRUE,Île-de-France,2024
U-7793755187757893161,45-49 ans,F,TRUE,Auvergne-Rhône-Alpes,2022
U1144887112235403425,35-39 ans,F,TRUE,Provence-Alpes-Côte d'Azur,2023
U-7254379208498055523,35-39 ans,Non renseigné,FALSE,Auvergne-Rhône-Alpes,2022
U3542997316526779888,25-29 ans,M,TRUE,Île-de-France,2024
U2670714337491091487,40-44 ans,M,TRUE,Île-de-France,2025
U-2779387817943351919,45-49 ans,M,TRUE,Occitanie,2023
U306399943070967439,25-29 ans,F,TRUE,Île-de-France,2022
U-6002185667271439316,50-54 ans,M,TRUE,Provence-Alpes-Côte d'Azur,2025
U-4266938880722206381,25-29 ans,M,TRUE,Nouvelle-Aquitaine,2022
U-438149381421186457,30-34 ans,Non renseigné,FALSE,Grand Est,2023
U5788920013804577884,40-44 ans,Non renseigné,FALSE,Île-de-France,2023
U5198650260609577834,45-49 ans,M,TRUE,Auvergne-Rhône-Alpes,2022
U-8165433727757453546,40-44 ans,M,TRUE,Île-de-France,2025
U-6369444038956604373,45-49 ans,Non renseigné,FALSE,Occitanie,2022
U-7060365780698267885,30-34 ans,F,TRUE,Grand Est,2024
U-5539020796047465587,30-34 ans,M,TRUE,Grand Est,2023
U-3533019677503303593,30-34 ans,M,TRUE,Auvergne-Rhône-Alpes,2024
U182959680530365804,30-34 ans,Non renseigné,FALSE,Provence-Alpes-Côte d'Azur,2023
U4566878488257834328,40-44 ans,M,TRUE,Île-de-France,2024
U2549446412145588702,35-39 ans,M,TRUE,Occitanie,2025
U-5490531723969913144,35-39 ans,Non renseigné,FALSE,Île-de-France,2022
U-4073989802157777200,45-49 ans,M,TRUE,Provence-Alpes-Côte d'Azur,2025
U7049274930741046340,35-39 ans,M,TRUE,Île-de-France,2022
U-1023539135210168322,30-34 ans,M,TRUE,Nouvelle-Aquitaine,2022
U3015900147340579239,25-29 ans,Non renseigné,FALSE,Île-de-France,2022
U-8542615350600981525,35-39 ans,M,TRUE,Auvergne-Rhône-Alpes,2023
U2849506040238797934,30-34 ans,M,TRUE,DROM,2025
U-3843764382454914708,25-29 ans,M,TRUE,Provence-Alpes-Côte d'Azur,2024
U-5107395681878818573,35-39 ans,Non renseigné,FALSE,Bretagne,2023
U9056410984026901370,45-49 ans,F,TRUE,Bretagne,2022
U-2069375720981106540,25-29 ans,Non renseigné,FALSE,Occitanie,2024
U-2710905836906397512,25-29 ans,M,TRUE,Île-de-France,2024
U3170367706207700209,40-44 ans,M,TRUE,Occitanie,2022
U1943046221408721182,20-24 ans,M,TRUE,Hauts-de-France,2025
U-4608626888224025493,20-24 ans,F,TRUE,Île-de-France,2025
U6471816025287848571,35-39 ans,Non renseigné,FALSE,Île-de-France,2025
U4456576945422886229,35-39 ans,M,TRUE,Île-de-France,2025
U1589396258806117299,40-44 ans,F,TRUE,Île-de-France,2022
U6553763008702774598,25-29 ans,F,TRUE,Île-de-France,2024
U-194702096297420897,40-44 ans,M,TRUE,Nouvelle-Aquitaine,2025
U-7660038417632910927,30-34 ans,F,TRUE,Pays de la Loire,2024
U-4350621342200911950,25-29 ans,M,TRUE,Hauts-de-France,2024
U3844004169148497264,30-34 ans,F,TRUE,Île-de-France,2025
U-9186366715241217450,50-54 ans,M,TRUE,Bourgogne-Franche-Comté,2022
U-4154452058477295009,60 ans ou plus,Non renseigné,FALSE,Nouvelle-Aquitaine,2022
U-7399139147440258745,60 ans ou plus,Non renseigné,FALSE,Île-de-France,2022
U-8496038883716223915,30-34 ans,M,TRUE,Hauts-de-France,2024
U4512336182976920308,25-29 ans,Non renseigné,FALSE,Île-de-France,2023
U8042727351268828575,30-34 ans,F,TRUE,Île-de-France,2022
U-5959831851448490077,30-34 ans,Non renseigné,FALSE,Île-de-France,2022
U-2127832127646820989,50-54 ans,M,TRUE,Auvergne-Rhône-Alpes,2022
U776067291534409951,35-39 ans,M,TRUE,Île-de-France,2022
U-1727815657255540595,35-39 ans,Non renseigné,FALSE,Île-de-France,2025
U6385544840464893446,30-34 ans,M,TRUE,Nouvelle-Aquitaine,2024
U8643476495499489826,35-39 ans,F,TRUE,Nouvelle-Aquitaine,2024
U-4153871098809918761,30-34 ans,Non renseigné,FALSE,Île-de-France,2024
U1932234471188255565,35-39 ans,M,TRUE,Normandie,2024
U-8490929358985366947,30-34 ans,M,TRUE,Bretagne,2022
U-7623191050624919333,50-54 ans,Non renseigné,FALSE,Pays de la Loire,2022
U-4428942092478654407,25-29 ans,M,TRUE,Centre-Val de Loire,2024
U6825219063885261046,45-49 ans,M,TRUE,Île-de-France,2025
U-4751855125619993317,35-39 ans,M,TRUE,Île-de-France,2024
U7250109274079486124,30-34 ans,F,TRUE,Centre-Val de Loire,2025
U2601245724665201577,60 ans ou plus,Non renseigné,FALSE,Bretagne,2025
U-4181821399571284067,35-39 ans,M,TRUE,Auvergne-Rhône-Alpes,2022
U2075078000365845468,25-29 ans,F,TRUE,Île-de-France,2025
U-19847113008061029,50-54 ans,M,TRUE,Île-de-France,2022
U-8291113403839427724,25-29 ans,Non renseigné,FALSE,Auvergne-Rhône-Alpes,2022
U1589640439743994521,35-39 ans,Non renseigné,FALSE,Centre-Val de Loire,2022
U-2371537994746180109,40-44 ans,M,TRUE,Normandie,2025
U-374994716183226596,20-24 ans,F,TRUE,Bretagne,2024
U5233453967956038582,30-34 ans,F,TRUE,Île-de-France,2024
U-8875755366108970222,45-49 ans,Non renseigné,FALSE,Île-de-France,2022
U-1939694042111480140,40-44 ans,F,TRUE,Bourgogne-Franche-Comté,2024
U-6564911157887846550,35-39 ans,F,TRUE,Île-de-France,2025
U-7655380109237161414,25-29 ans,F,TRUE,Occitanie,2025
U-781417867664592065,25-29 ans,M,TRUE,Occitanie,2025
U-4728361898520133981,60 ans ou plus,M,TRUE,Centre-Val de Loire,2025
U5309652711172781332,45-49 ans,M,TRUE,Île-de-France,2025
U-4169143483734153269,40-44 ans,Non renseigné,FALSE,Auvergne-Rhône-Alpes,2022
U7684957241764427552,40-44 ans,M,TRUE,Auvergne-Rhône-Alpes,2025
U-2846620959233253844,40-44 ans,F,TRUE,Provence-Alpes-Côte d'Azur,2025
U-4343906196321232449,35-39 ans,F,TRUE,Île-de-France,2022
U2836271524057561158,40-44 ans,F,TRUE,Île-de-France,2023
U2557257552436165056,35-39 ans,Non renseigné,FALSE,Provence-Alpes-Côte d'Azur,2024
U7429029135520964383,20-24 ans,M,TRUE,Nouvelle-Aquitaine,2025
U-513370772158861660,30-34 ans,M,TRUE,Île-de-France,2025
U-4528837818605920654,35-39 ans,Non renseigné,FALSE,Île-de-France,2022
U-8964972691240127184,50-54 ans,M,TRUE,Île-de-France,2022
U-4026340629232539875,35-39 ans,F,TRUE,Nouvelle-Aquitaine,2022
U-8936420260071633483,25-29 ans,F,TRUE,Île-de-France,2024
U-1905101749823168238,30-34 ans,F,TRUE,Île-de-France,2022
U7635127524603935733,40-44 ans,F,TRUE,Nouvelle-Aquitaine,2025
U-9198803007626908050,45-49 ans,M,TRUE,Île-de-France,2023
U2387610249143243511,40-44 ans,M,TRUE,Bretagne,2025
U2610126493431349286,55-59 ans,F,TRUE,Île-de-France,2025
U5754263247975137789,35-39 ans,F,TRUE,Hauts-de-France,2025
U-4378019518472201215,40-44 ans,Non renseigné,FALSE,Pays de la Loire,2022
U107619354641382196,55-59 ans,M,TRUE,Île-de-France,2023
U109480680049345451,20-24 ans,F,TRUE,Île-de-France,2022
U3023950822099502754,45-49 ans,M,TRUE,Auvergne-Rhône-Alpes,2022
U-4405799100733623110,30-34 ans,M,TRUE,Nouvelle-Aquitaine,2025
U-1844660259603346066,30-34 ans,M,TRUE,Île-de-France,2023
U-4552100186564195398,25-29 ans,M,TRUE,DROM,2025
U-2285790741378855568,45-49 ans,F,TRUE,Île-de-France,2024
U5643274632450463628,25-29 ans,F,TRUE,Île-de-France,2024
U207719965206576932,30-34 ans,M,TRUE,Occitanie,2025
U1582485233666770452,30-34 ans,Non renseigné,FALSE,Île-de-France,2023
U2249146396758535587,20-24 ans,M,TRUE,Auvergne-Rhône-Alpes,2024
U-260631112164003212,60 ans ou plus,M,TRUE,Île-de-France,2023
U-3661320218064225193,30-34 ans,F,TRUE,Île-de-France,2022
U-3511557789326007556,35-39 ans,M,TRUE,Auvergne-Rhône-Alpes,2024
U8490606894378997159,35-39 ans,F,TRUE,Auvergne-Rhône-Alpes,2025
U-8960940829870722819,40-44 ans,M,TRUE,Île-de-France,2022
U-5034363492486065266,50-54 ans,M,TRUE,Île-de-France,2024
U-193976256053049096,30-34 ans,M,TRUE,Nouvelle-Aquitaine,2023
U-7860681395809908259,35-39 ans,F,TRUE,Île-de-France,2025
U-4684815837085375097,35-39 ans,Non renseigné,FALSE,Île-de-France,2022
U-2784555975478138599,50-54 ans,F,TRUE,Île-de-France,2023
U1268810558807459701,40-44 ans,Non renseigné,FALSE,Grand Est,2022
U-8611471374737818959,30-34 ans,M,TRUE,Île-de-France,2022
U-7786922198019437638,35-39 ans,F,TRUE,Île-de-France,2025
U9130207251905888306,45-49 ans,M,TRUE,Île-de-France,2024
U814129402641709235,25-29 ans,Non renseigné,FALSE,Île-de-France,2022
U1616814388929411587,40-44 ans,Non renseigné,FALSE,Île-de-France,2022
U-7857184516364221055,30-34 ans,M,TRUE,Île-de-France,2022
U4402801254847804915,50-54 ans,Non renseigné,FALSE,Grand Est,2025
U-259446091233162519,25-29 ans,M,TRUE,Bourgogne-Franche-Comté,2023
U1790271163281888913,30-34 ans,M,TRUE,Île-de-France,2023
U-3010240189587478361,20-24 ans,M,TRUE,Occitanie,2023
U-217685353444108065,35-39 ans,F,TRUE,Occitanie,2022
U-1398568715409251195,40-44 ans,M,TRUE,Île-de-France,2022
U7989366372773327611,35-39 ans,M,TRUE,Provence-Alpes-Côte d'Azur,2024
U-6460954312710918083,40-44 ans,Non renseigné,FALSE,Auvergne-Rhône-Alpes,2022
U9191715915146715807,30-34 ans,M,TRUE,Occitanie,2022
U-5048138603326683765,35-39 ans,Non renseigné,FALSE,Grand Est,2024
U5180805404147447514,25-29 ans,F,TRUE,Île-de-France,2022
U3461743411369637585,30-34 ans,M,TRUE,Occitanie,2024
U8636597020692136100,20-24 ans,M,TRUE,Île-de-France,2025
U2563188938887662324,40-44 ans,F,TRUE,Île-de-France,2025
U3799700737247998914,25-29 ans,M,TRUE,Provence-Alpes-Côte d'Azur,2023
U3616190174572771598,25-29 ans,M,TRUE,Grand Est,2022
U-9023097509663792361,45-49 ans,Non renseigné,FALSE,Centre-Val de Loire,2023
